Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
1,0.050,0.80,Tournament,4000.76,0,4
2,0.050,0.80,Tournament,4000.78,0,4
3,0.050,0.80,Tournament,4000.84,0,4
4,0.050,0.80,Tournament,4000.84,0,4
5,0.050,0.80,Tournament,4000.87,0,4
6,0.050,0.80,Tournament,4000.88,0,4
7,0.050,0.80,Tournament,4000.88,0,4
8,0.050,0.80,Tournament,4000.88,0,4
9,0.050,0.80,Tournament,4000.88,0,4
10,0.050,0.80,Tournament,4000.88,0,4
11,0.050,0.80,Tournament,4000.90,0,4
12,0.050,0.80,Tournament,4000.90,0,4
13,0.050,0.80,Tournament,4000.90,0,4
14,0.050,0.80,Tournament,4000.90,0,4
15,0.050,0.80,Tournament,4000.90,0,4
16,0.050,0.80,Tournament,4000.90,0,4
17,0.050,0.80,Tournament,4000.90,0,4
18,0.050,0.80,Tournament,4000.90,0,4
19,0.050,0.80,Tournament,4000.90,0,4
20,0.050,0.80,Tournament,4000.90,0,4
21,0.050,0.80,Tournament,4000.90,0,4
22,0.050,0.80,Tournament,4000.90,0,4
23,0.050,0.80,Tournament,4000.90,0,4
24,0.050,0.80,Tournament,4000.90,0,4
25,0.050,0.80,Tournament,4000.90,0,4
26,0.050,0.80,Tournament,4000.90,0,4
27,0.050,0.80,Tournament,4000.90,0,4
28,0.050,0.80,Tournament,4000.90,0,4
29,0.050,0.80,Tournament,5000.69,0,5
30,0.050,0.80,Tournament,9000.81,0,9
31,0.050,0.80,Tournament,9000.81,0,8
32,0.050,0.80,Tournament,9000.81,0,8
33,0.050,0.80,Tournament,9000.81,0,6
34,0.050,0.80,Tournament,9000.81,0,9
35,0.050,0.80,Tournament,9000.81,0,9
36,0.050,0.80,Tournament,9000.81,0,4
37,0.050,0.80,Tournament,9000.81,0,5
38,0.050,0.80,Tournament,9000.81,0,4
39,0.050,0.80,Tournament,9000.81,0,4
40,0.050,0.80,Tournament,9000.83,0,9
41,0.050,0.80,Tournament,9000.83,0,9
42,0.050,0.80,Tournament,9000.83,0,4
43,0.050,0.80,Tournament,9000.83,0,9
44,0.050,0.80,Tournament,9000.83,0,9
45,0.050,0.80,Tournament,9000.83,0,5
46,0.050,0.80,Tournament,9000.84,0,9
47,0.050,0.80,Tournament,10000.67,0,10
48,0.050,0.80,Tournament,10000.67,0,8
49,0.050,0.80,Tournament,10000.67,0,9
50,0.050,0.80,Tournament,10000.67,0,10
51,0.050,0.80,Tournament,10000.67,0,9
52,0.050,0.80,Tournament,10000.67,0,10
53,0.050,0.80,Tournament,10000.67,0,9
54,0.050,0.80,Tournament,10000.67,0,9
55,0.050,0.80,Tournament,10000.67,0,10
56,0.050,0.80,Tournament,10000.67,0,9
57,0.050,0.80,Tournament,10000.67,0,9
58,0.050,0.80,Tournament,10000.67,0,10
59,0.050,0.80,Tournament,10000.67,0,10
60,0.050,0.80,Tournament,10000.67,0,10
61,0.050,0.80,Tournament,10000.74,0,10
62,0.050,0.80,Tournament,10000.74,0,10
63,0.050,0.80,Tournament,10000.74,0,10
64,0.050,0.80,Tournament,10000.83,0,10
65,0.050,0.80,Tournament,10000.83,0,10
66,0.050,0.80,Tournament,10000.83,0,10
67,0.050,0.80,Tournament,10000.84,0,10
68,0.050,0.80,Tournament,10000.84,0,10
69,0.050,0.80,Tournament,10000.84,0,10
70,0.050,0.80,Tournament,12000.90,0,12
71,0.050,0.80,Tournament,516000.00,1,16
72,0.050,0.80,Tournament,516000.00,1,16
73,0.050,0.80,Tournament,516000.00,4,16
74,0.050,0.80,Tournament,516000.00,0,10
75,0.050,0.80,Tournament,516000.00,1,16
76,0.050,0.80,Tournament,516000.00,7,16
77,0.050,0.80,Tournament,516000.00,1,16
78,0.050,0.80,Tournament,516000.00,0,12
79,0.050,0.80,Tournament,516000.00,6,16
80,0.050,0.80,Tournament,516000.00,9,16
81,0.050,0.80,Tournament,516000.00,2,16
82,0.050,0.80,Tournament,516000.00,9,16
83,0.050,0.80,Tournament,516000.00,16,16
84,0.050,0.80,Tournament,516000.00,1,16
85,0.050,0.80,Tournament,516000.00,13,16
86,0.050,0.80,Tournament,516000.00,32,16
87,0.050,0.80,Tournament,516000.00,5,16
88,0.050,0.80,Tournament,516000.00,20,16
89,0.050,0.80,Tournament,516000.00,36,16
90,0.050,0.80,Tournament,516000.00,3,16
