Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
1,0.050,0.80,Tournament,4000.76,0,4
2,0.050,0.80,Tournament,4000.87,0,4
3,0.050,0.80,Tournament,4000.87,0,4
4,0.050,0.80,Tournament,4000.87,0,4
5,0.050,0.80,Tournament,4000.87,0,4
6,0.050,0.80,Tournament,4000.87,0,4
7,0.050,0.80,Tournament,4000.87,0,4
8,0.050,0.80,Tournament,4000.88,0,4
9,0.050,0.80,Tournament,4000.88,0,4
10,0.050,0.80,Tournament,4000.88,0,4
11,0.050,0.80,Tournament,4000.89,0,4
12,0.050,0.80,Tournament,5000.67,0,5
13,0.050,0.80,Tournament,5000.67,0,4
14,0.050,0.80,Tournament,5000.67,0,4
15,0.050,0.80,Tournament,5000.67,0,4
16,0.050,0.80,Tournament,5000.67,0,4
17,0.050,0.80,Tournament,5000.70,0,5
18,0.050,0.80,Tournament,5000.70,0,4
19,0.050,0.80,Tournament,5000.70,0,4
20,0.050,0.80,Tournament,5000.70,0,4
21,0.050,0.80,Tournament,5000.70,0,4
22,0.050,0.80,Tournament,5000.70,0,4
23,0.050,0.80,Tournament,5000.70,0,4
24,0.050,0.80,Tournament,5000.70,0,4
25,0.050,0.80,Tournament,5000.70,0,4
26,0.050,0.80,Tournament,5000.70,0,4
27,0.050,0.80,Tournament,5000.70,0,4
28,0.050,0.80,Tournament,5000.70,0,4
29,0.050,0.80,Tournament,5000.70,0,4
30,0.050,0.80,Tournament,5000.70,0,4
31,0.050,0.80,Tournament,5000.70,0,5
32,0.050,0.80,Tournament,5000.70,0,4
33,0.050,0.80,Tournament,5000.70,0,4
34,0.050,0.80,Tournament,8000.74,0,8
35,0.050,0.80,Tournament,8000.74,0,4
36,0.050,0.80,Tournament,8000.74,0,4
37,0.050,0.80,Tournament,8000.74,0,4
38,0.050,0.80,Tournament,8000.74,0,4
39,0.050,0.80,Tournament,8000.74,0,4
40,0.050,0.80,Tournament,8000.74,0,4
41,0.050,0.80,Tournament,8000.74,0,4
42,0.050,0.80,Tournament,8000.74,0,4
43,0.050,0.80,Tournament,8000.74,0,4
44,0.050,0.80,Tournament,8000.74,0,4
45,0.050,0.80,Tournament,8000.74,0,5
46,0.050,0.80,Tournament,8000.74,0,4
47,0.050,0.80,Tournament,9000.85,0,9
48,0.050,0.80,Tournament,9000.85,0,4
49,0.050,0.80,Tournament,9000.85,0,9
50,0.050,0.80,Tournament,9000.85,0,9
51,0.050,0.80,Tournament,9000.85,0,9
52,0.050,0.80,Tournament,9000.85,0,9
53,0.050,0.80,Tournament,9000.88,0,9
54,0.050,0.80,Tournament,9000.88,0,9
55,0.050,0.80,Tournament,9000.88,0,9
56,0.050,0.80,Tournament,10000.60,0,10
57,0.050,0.80,Tournament,10000.60,0,9
58,0.050,0.80,Tournament,10000.60,0,9
59,0.050,0.80,Tournament,10000.60,0,9
60,0.050,0.80,Tournament,10000.60,0,9
61,0.050,0.80,Tournament,10000.65,0,10
62,0.050,0.80,Tournament,10000.65,0,10
63,0.050,0.80,Tournament,10000.65,0,9
64,0.050,0.80,Tournament,10000.65,0,10
65,0.050,0.80,Tournament,10000.71,0,10
66,0.050,0.80,Tournament,10000.71,0,9
67,0.050,0.80,Tournament,516000.00,1,16
68,0.050,0.80,Tournament,516000.00,0,10
69,0.050,0.80,Tournament,516000.00,1,16
70,0.050,0.80,Tournament,516000.00,0,10
71,0.050,0.80,Tournament,516000.00,1,16
72,0.050,0.80,Tournament,516000.00,1,16
73,0.050,0.80,Tournament,516000.00,1,16
74,0.050,0.80,Tournament,516000.00,0,10
75,0.050,0.80,Tournament,516000.00,1,16
76,0.050,0.80,Tournament,516000.00,0,10
77,0.050,0.80,Tournament,516000.00,4,16
78,0.050,0.80,Tournament,516000.00,0,10
79,0.050,0.80,Tournament,516000.00,2,16
80,0.050,0.80,Tournament,516000.00,5,16
81,0.050,0.80,Tournament,516000.00,4,16
82,0.050,0.80,Tournament,516000.00,2,16
83,0.050,0.80,Tournament,516000.00,4,16
84,0.050,0.80,Tournament,516000.00,6,16
85,0.050,0.80,Tournament,516000.00,11,16
86,0.050,0.80,Tournament,516000.00,14,16
87,0.050,0.80,Tournament,516000.00,17,16
88,0.050,0.80,Tournament,516000.00,22,16
89,0.050,0.80,Tournament,516000.00,24,16
90,0.050,0.80,Tournament,516000.00,29,16
91,0.050,0.80,Tournament,516000.00,21,16
92,0.050,0.80,Tournament,516000.00,32,16
93,0.050,0.80,Tournament,516000.00,39,16
94,0.050,0.80,Tournament,516000.00,44,16
95,0.050,0.80,Tournament,516000.00,44,16
96,0.050,0.80,Tournament,516000.00,50,16
97,0.050,0.80,Tournament,516000.00,44,16
98,0.050,0.80,Tournament,516000.00,39,16
99,0.050,0.80,Tournament,516000.00,46,16
100,0.050,0.80,Tournament,516000.00,43,16
101,0.050,0.80,Tournament,516000.00,44,16
102,0.050,0.80,Tournament,516000.00,47,16
103,0.050,0.80,Tournament,516000.00,44,16
104,0.050,0.80,Tournament,516000.00,42,16
105,0.050,0.80,Tournament,516000.00,47,16
106,0.050,0.80,Tournament,516000.00,41,16
107,0.050,0.80,Tournament,516000.00,44,16
108,0.050,0.80,Tournament,516000.00,51,16
109,0.050,0.80,Tournament,516000.00,35,16
110,0.050,0.80,Tournament,516000.00,37,16
111,0.050,0.80,Tournament,516000.00,42,16
112,0.050,0.80,Tournament,516000.00,31,16
113,0.050,0.80,Tournament,516000.00,33,16
114,0.050,0.80,Tournament,516000.00,35,16
115,0.050,0.80,Tournament,516000.00,38,16
116,0.050,0.80,Tournament,516000.00,39,16
117,0.050,0.80,Tournament,516000.00,46,16
