Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
1,0.050,0.80,Tournament,3000.87,0,3
2,0.050,0.80,Tournament,4000.86,0,4
3,0.050,0.80,Tournament,4000.86,0,4
4,0.050,0.80,Tournament,4000.86,0,4
5,0.050,0.80,Tournament,4000.86,0,4
6,0.050,0.80,Tournament,4000.86,0,4
7,0.050,0.80,Tournament,4000.86,0,4
8,0.050,0.80,Tournament,4000.86,0,4
9,0.050,0.80,Tournament,4000.88,0,4
10,0.050,0.80,Tournament,4000.88,0,4
11,0.050,0.80,Tournament,4000.88,0,4
12,0.050,0.80,Tournament,4000.88,0,4
13,0.050,0.80,Tournament,4000.88,0,3
14,0.050,0.80,Tournament,4000.88,0,4
15,0.050,0.80,Tournament,4000.88,0,4
16,0.050,0.80,Tournament,4000.88,0,4
17,0.050,0.80,Tournament,8000.64,0,8
18,0.050,0.80,Tournament,8000.64,0,4
19,0.050,0.80,Tournament,8000.64,0,4
20,0.050,0.80,Tournament,8000.64,0,4
21,0.050,0.80,Tournament,8000.64,0,4
22,0.050,0.80,Tournament,8000.64,0,4
23,0.050,0.80,Tournament,8000.64,0,4
24,0.050,0.80,Tournament,8000.64,0,4
25,0.050,0.80,Tournament,8000.64,0,4
26,0.050,0.80,Tournament,8000.64,0,4
27,0.050,0.80,Tournament,8000.64,0,4
28,0.050,0.80,Tournament,8000.64,0,4
29,0.050,0.80,Tournament,8000.64,0,4
30,0.050,0.80,Tournament,9000.79,0,9
31,0.050,0.80,Tournament,9000.79,0,4
32,0.050,0.80,Tournament,9000.79,0,4
33,0.050,0.80,Tournament,9000.79,0,4
34,0.050,0.80,Tournament,9000.79,0,4
35,0.050,0.80,Tournament,9000.79,0,4
36,0.050,0.80,Tournament,9000.79,0,4
37,0.050,0.80,Tournament,9000.79,0,4
38,0.050,0.80,Tournament,9000.79,0,5
39,0.050,0.80,Tournament,9000.79,0,5
40,0.050,0.80,Tournament,9000.79,0,4
41,0.050,0.80,Tournament,9000.79,0,4
42,0.050,0.80,Tournament,9000.79,0,4
43,0.050,0.80,Tournament,9000.79,0,4
44,0.050,0.80,Tournament,9000.79,0,4
45,0.050,0.80,Tournament,9000.79,0,4
46,0.050,0.80,Tournament,9000.79,0,4
47,0.050,0.80,Tournament,9000.79,0,4
48,0.050,0.80,Tournament,9000.79,0,4
49,0.050,0.80,Tournament,9000.79,0,4
50,0.050,0.80,Tournament,9000.79,0,4
51,0.050,0.80,Tournament,9000.79,0,4
52,0.050,0.80,Tournament,9000.79,0,4
53,0.050,0.80,Tournament,9000.89,0,9
54,0.050,0.80,Tournament,9000.89,0,4
55,0.050,0.80,Tournament,9000.89,0,4
56,0.050,0.80,Tournament,9000.89,0,9
57,0.050,0.80,Tournament,9000.89,0,3
58,0.050,0.80,Tournament,9000.89,0,9
59,0.050,0.80,Tournament,9000.89,0,9
60,0.050,0.80,Tournament,9000.89,0,4
61,0.050,0.80,Tournament,10000.66,0,10
62,0.050,0.80,Tournament,10000.66,0,10
63,0.050,0.80,Tournament,10000.66,0,4
64,0.050,0.80,Tournament,10000.66,0,10
65,0.050,0.80,Tournament,10000.70,0,10
66,0.050,0.80,Tournament,10000.70,0,4
67,0.050,0.80,Tournament,10000.70,0,10
68,0.050,0.80,Tournament,10000.70,0,10
69,0.050,0.80,Tournament,10000.70,0,7
70,0.050,0.80,Tournament,10000.72,0,10
71,0.050,0.80,Tournament,10000.72,0,10
72,0.050,0.80,Tournament,10000.72,0,9
73,0.050,0.80,Tournament,10000.72,0,10
74,0.050,0.80,Tournament,10000.72,0,10
75,0.050,0.80,Tournament,10000.72,0,5
76,0.050,0.80,Tournament,10000.76,0,10
77,0.050,0.80,Tournament,10000.76,0,10
78,0.050,0.80,Tournament,10000.76,0,4
79,0.050,0.80,Tournament,10000.76,0,10
80,0.050,0.80,Tournament,10000.76,0,10
81,0.050,0.80,Tournament,10000.76,0,4
82,0.050,0.80,Tournament,10000.76,0,10
83,0.050,0.80,Tournament,10000.83,0,10
84,0.050,0.80,Tournament,10000.83,0,8
85,0.050,0.80,Tournament,516000.00,1,16
86,0.050,0.80,Tournament,516000.00,0,10
87,0.050,0.80,Tournament,516000.00,0,9
88,0.050,0.80,Tournament,516000.00,0,10
89,0.050,0.80,Tournament,516000.00,0,10
90,0.050,0.80,Tournament,516000.00,0,9
91,0.050,0.80,Tournament,516000.00,0,10
92,0.050,0.80,Tournament,516000.00,5,16
93,0.050,0.80,Tournament,516000.00,0,10
94,0.050,0.80,Tournament,516000.00,1,16
95,0.050,0.80,Tournament,516000.00,4,16
96,0.050,0.80,Tournament,516000.00,0,10
97,0.050,0.80,Tournament,516000.00,0,10
98,0.050,0.80,Tournament,516000.00,10,16
99,0.050,0.80,Tournament,516000.00,0,10
100,0.050,0.80,Tournament,516000.00,1,16
101,0.050,0.80,Tournament,516000.00,15,16
102,0.050,0.80,Tournament,516000.00,0,10
103,0.050,0.80,Tournament,516000.00,5,16
104,0.050,0.80,Tournament,516000.00,22,16
105,0.050,0.80,Tournament,516000.00,1,16
106,0.050,0.80,Tournament,516000.00,20,16
107,0.050,0.80,Tournament,516000.00,17,16
108,0.050,0.80,Tournament,516000.00,1,16
109,0.050,0.80,Tournament,516000.00,31,16
110,0.050,0.80,Tournament,516000.00,19,16
111,0.050,0.80,Tournament,516000.00,3,16
112,0.050,0.80,Tournament,516000.00,31,16
113,0.050,0.80,Tournament,516000.00,21,16
