Generation,Mutation_Rate,Crossover_Rate,Selection_Method,Max_Fitness_Session,Finished_Cars,Leader_Gates
1,0.050,0.80,Tournament,3000.87,0,3
2,0.050,0.80,Tournament,3000.93,0,3
3,0.050,0.80,Tournament,4000.76,0,4
4,0.050,0.80,Tournament,4000.79,0,4
5,0.050,0.80,Tournament,4000.79,0,4
6,0.050,0.80,Tournament,4000.82,0,4
7,0.050,0.80,Tournament,4000.82,0,4
8,0.050,0.80,Tournament,4000.82,0,4
9,0.050,0.80,Tournament,4000.82,0,4
10,0.050,0.80,Tournament,4000.84,0,4
11,0.050,0.80,Tournament,4000.84,0,4
12,0.050,0.80,Tournament,4000.85,0,4
13,0.050,0.80,Tournament,4000.85,0,4
14,0.050,0.80,Tournament,4000.85,0,4
15,0.050,0.80,Tournament,4000.85,0,3
16,0.050,0.80,Tournament,4000.85,0,4
17,0.050,0.80,Tournament,4000.85,0,4
18,0.050,0.80,Tournament,4000.85,0,4
19,0.050,0.80,Tournament,4000.85,0,4
20,0.050,0.80,Tournament,4000.85,0,4
21,0.050,0.80,Tournament,4000.85,0,4
22,0.050,0.80,Tournament,4000.86,0,4
23,0.050,0.80,Tournament,5000.68,0,5
24,0.050,0.80,Tournament,5000.68,0,4
25,0.050,0.80,Tournament,5000.68,0,4
26,0.050,0.80,Tournament,5000.68,0,3
27,0.050,0.80,Tournament,5000.68,0,4
28,0.050,0.80,Tournament,5000.68,0,4
29,0.050,0.80,Tournament,5000.68,0,4
30,0.050,0.80,Tournament,5000.68,0,4
31,0.050,0.80,Tournament,5000.68,0,4
32,0.050,0.80,Tournament,5000.68,0,4
33,0.050,0.80,Tournament,5000.82,0,5
34,0.050,0.80,Tournament,5000.82,0,4
35,0.050,0.80,Tournament,5000.82,0,4
36,0.050,0.80,Tournament,5000.82,0,4
37,0.050,0.80,Tournament,5000.82,0,4
38,0.050,0.80,Tournament,5000.82,0,4
39,0.050,0.80,Tournament,5000.82,0,4
40,0.050,0.80,Tournament,5000.82,0,4
41,0.050,0.80,Tournament,9000.81,0,9
42,0.050,0.80,Tournament,9000.81,0,4
43,0.050,0.80,Tournament,9000.81,0,4
44,0.050,0.80,Tournament,9000.88,0,9
45,0.050,0.80,Tournament,9000.88,0,4
46,0.050,0.80,Tournament,9000.88,0,4
47,0.050,0.80,Tournament,9000.88,0,9
48,0.050,0.80,Tournament,9000.88,0,9
49,0.050,0.80,Tournament,9000.88,0,9
50,0.050,0.80,Tournament,9000.88,0,9
51,0.050,0.80,Tournament,9000.88,0,5
52,0.050,0.80,Tournament,9000.88,0,9
53,0.050,0.80,Tournament,9000.88,0,9
54,0.050,0.80,Tournament,9000.88,0,9
55,0.050,0.80,Tournament,9000.88,0,4
56,0.050,0.80,Tournament,10000.62,0,10
57,0.050,0.80,Tournament,10000.62,0,9
58,0.050,0.80,Tournament,10000.62,0,9
59,0.050,0.80,Tournament,10000.62,0,9
60,0.050,0.80,Tournament,10000.62,0,9
61,0.050,0.80,Tournament,10000.62,0,4
62,0.050,0.80,Tournament,10000.62,0,10
63,0.050,0.80,Tournament,10000.62,0,9
64,0.050,0.80,Tournament,10000.62,0,4
65,0.050,0.80,Tournament,10000.67,0,10
66,0.050,0.80,Tournament,10000.67,0,8
67,0.050,0.80,Tournament,10000.67,0,4
68,0.050,0.80,Tournament,14000.76,0,14
69,0.050,0.80,Tournament,14000.76,0,9
70,0.050,0.80,Tournament,14000.76,0,9
71,0.050,0.80,Tournament,14000.76,0,10
72,0.050,0.80,Tournament,14000.76,0,9
73,0.050,0.80,Tournament,14000.76,0,8
74,0.050,0.80,Tournament,14000.76,0,10
75,0.050,0.80,Tournament,14000.76,0,9
76,0.050,0.80,Tournament,14000.76,0,9
77,0.050,0.80,Tournament,14000.76,0,10
78,0.050,0.80,Tournament,14000.76,0,10
79,0.050,0.80,Tournament,14000.76,0,9
80,0.050,0.80,Tournament,516000.00,1,16
81,0.050,0.80,Tournament,516000.00,0,10
82,0.050,0.80,Tournament,516000.00,0,9
83,0.050,0.80,Tournament,516000.00,0,10
84,0.050,0.80,Tournament,516000.00,0,10
85,0.050,0.80,Tournament,516000.00,0,9
86,0.050,0.80,Tournament,516000.00,0,10
87,0.050,0.80,Tournament,516000.00,0,10
88,0.050,0.80,Tournament,516000.00,0,9
89,0.050,0.80,Tournament,516000.00,0,10
90,0.050,0.80,Tournament,516000.00,0,10
91,0.050,0.80,Tournament,516000.00,0,9
92,0.050,0.80,Tournament,516000.00,1,16
93,0.050,0.80,Tournament,516000.00,1,16
94,0.050,0.80,Tournament,516000.00,0,9
95,0.050,0.80,Tournament,516000.00,2,16
96,0.050,0.80,Tournament,516000.00,0,10
97,0.050,0.80,Tournament,516000.00,0,10
98,0.050,0.80,Tournament,516000.00,6,16
99,0.050,0.80,Tournament,516000.00,5,16
100,0.050,0.80,Tournament,516000.00,0,10
101,0.050,0.80,Tournament,516000.00,1,16
102,0.050,0.80,Tournament,516000.00,8,16
103,0.050,0.80,Tournament,516000.00,0,10
104,0.050,0.80,Tournament,516000.00,1,16
105,0.050,0.80,Tournament,516000.00,8,16
106,0.050,0.80,Tournament,516000.00,0,10
107,0.050,0.80,Tournament,516000.00,2,16
108,0.050,0.80,Tournament,516000.00,9,16
109,0.050,0.80,Tournament,516000.00,1,16
110,0.050,0.80,Tournament,516000.00,3,16
111,0.050,0.80,Tournament,516000.00,9,16
